AppID, AppName, Type1, Type2, Type3, Type4, Type5, Type6, Type7, Type8, Type9, Type10, Type11, Type12, Type13, Type14, Type15, Type16, Type17, Type18, Type19, Type20, Type21, Type22, Type23, Type24, Type25, Type26, Type27, Type28, Type29, Type30, Type31, Type32, Type33, Type34, Type35, Type36, Type37, Type38, Type39, Type40, Type41, Type42
972980,The Cursed Forest Demo,Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud
970520,Bendy and the Ink Machine: Demo,Single-player,Steam Achievements,Full controller support
965950,Pathfinder: Kingmaker - Bloody Mess,Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud
962430,Warface - Free Anniversary Pack,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,In-App Purchases
962190,Lucid Dream Demo,Single-player,Steam Achievements
961840,"Warhammer 40,000: Gladius - Reinforcement Pack",Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Trading Cards,Steam Cloud
968260,Behind The Schemes: S01E08
968390,Deceit - Vampire Pack,Multi-player,Online Multi-Player,Downloadable Content,Steam Achievements,Steam Trading Cards,In-App Purchases
907160,Project Skylab,Single-player,Partial Controller Support,Steam is learning about this game 
907290,I’m not a Monster Demo,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements
907330,Amulet Zero 零物语 - Optimize,Single-player,Steam Achievements,Steam Cloud,Steam is learning about this game 
907370,Mirror: The Lost Shards,Single-player,Downloadable Content,Steam Cloud
906590,Dabwoman: When The Dab Isn’t sexist,Single-player,Steam is learning about this game 
905730,Soul at Stake - Special Gestures,Multi-player,Online Multi-Player,Co-op,Online Co-op,Downloadable Content,Steam Cloud,Steam is learning about this downloadable content 
905940,女神驾到,Single-player,Steam Achievements,In-App Purchases
905450,NASCAR Heat 3,Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Shared/Split Screen,Steam Achievements,Partial Controller Support
904890,Neverliria,Single-player,Steam Achievements,Steam is learning about this game 
904940,Les 4 Alice: Lorange Journey,Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam is learning about this game 
904960,Cine Tracer,Single-player,Steam is learning about this game 
904990,21+,Single-player,Steam Achievements,Steam is learning about this game 
905050,Graviteam Tactics: Raid,Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam is learning about this downloadable content 
905100,Neverliria Demo,Single-player,Steam Achievements,Steam is learning about this game 
904260,Dungeon Fighter Online: Hatsune Miku Crossover Package,Online Multi-Player,MMO,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support
904320,My Holiday,Single-player,Partial Controller Support,Steam is learning about this game 
904440,Type Defense,Single-player,Steam Achievements,Steam is learning about this game 
904500,Grompula,Single-player,Steam is learning about this game 
904580,Hiveswap Friendsim - Volume Eight,Single-player,Downloadable Content,Steam is learning about this downloadable content 
904600,Small Sister,Single-player,Steam Achievements,Steam is learning about this game 
903830,Cash Rush,Single-player,Steam is learning about this game 
904130,Defense: Abominations,Single-player,Steam Achievements,Steam Leaderboards,Steam is learning about this game 
903670,Dogs of War: Kill to Survive,Single-player,Steam is learning about this game 
903150,FALL,Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam is learning about this game 
903160,Wunderwaffe,Shared/Split Screen,Steam Achievements,Steam is learning about this game 
900790,Bunny Minesweeper,Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam is learning about this game 
900270,Lonk's Adventure,Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam is learning about this game 
