AppID, Type0, Type1, Type2, Type3, Type4, Type5, Type6, Type7, Type8, Type9, Type10, Type11, Type12, Type13, Type14, Type15, Type16, Type17, Type18, Type19, Type20, Type21, Type22
972980,Adventure,Indie,Early Access
970520,Action,Indie
965950,RPG
962430,Action,Free to Play,Massively Multiplayer
962190,Adventure,Indie
961840,Strategy
968260
968390,Action,Free to Play,Indie
907160,Action,Adventure,Casual,Free to Play,Indie
907290,Indie,Massively Multiplayer,RPG,Strategy
907330,Indie,RPG
907370,Adventure,Indie,RPG
906590,Action,Adventure,Indie,RPG,Strategy
905730,Action,Adventure,Free to Play,Indie,RPG
905940,Casual,RPG,Simulation
905450,Racing
904890,Adventure,Indie,Strategy
904940,Casual,Indie
904960,Simulation,Early Access
904990,Casual
905050,Simulation,Strategy
905100,Adventure,Indie,Strategy
904260,Action,Adventure,Free to Play,Massively Multiplayer,RPG
904320,Casual,Indie,RPG
904440,Casual,Indie,Strategy
904500,Action,Free to Play,Indie
904580,Adventure,Casual,Indie,RPG,Simulation
904600,Casual,Indie,Strategy
903830,Casual,Indie,Simulation,Strategy
904130,Action,Indie,Strategy
903670,Action,Simulation,Early Access
903150,Adventure,Indie
903160,Action,Adventure,Indie,Simulation
900790,Casual,Massively Multiplayer,Simulation,Strategy
900270,Adventure,Indie,Early Access
900280,Action,Indie,Early Access
899940,Indie,RPG
899970,Casual,Indie
900050,Casual,Simulation
900090
899760,Casual,Indie,Simulation
899270,Action,Casual,Indie
899540,Adventure,Casual,Indie,RPG,Strategy
898700,Indie,Simulation
898730,Action,Adventure,Indie,Simulation,Strategy,Early Access
898740,Action,Adventure,Indie
898780,Adventure,Casual,Indie
898960,RPG,Strategy
899100
898350,Casual,Indie
898450,Action,Indie
898570,Adventure,RPG
898580
897760,Adventure,Indie,RPG
897800,Casual,Indie
897820,Adventure,Indie,RPG
898030,Adventure,Indie
898090,Action,Adventure,Indie,Strategy
897300,Adventure,Casual,Indie,Early Access
897690
896670,Action,Adventure,Casual,Indie,RPG,Simulation,Strategy
896730,Indie,Simulation,Sports
896340,Adventure,Indie
896460,Action,Indie,RPG
896590,Action,Adventure,Free to Play,Massively Multiplayer,RPG
895920,Adventure,Casual,RPG
895990,Adventure,Casual,Indie,RPG
896000,Indie,Simulation
896030,Adventure,Indie,Simulation
896040,Action,Adventure,Casual,Indie,Early Access
895470,Indie
895530,Indie,Simulation
895600,Casual,Indie,RPG
894930,Adventure,Casual,Indie,RPG,Strategy
895220,Adventure,Casual,Indie,RPG
894460,Casual,Indie,Simulation
894500,Casual,Indie
894540,Action,Adventure,Casual,Indie,RPG
894630,Indie,Strategy
894390,Action,Adventure,Casual,Indie,Simulation,Strategy
941100,Action,Free to Play,Indie
940300,Adventure,Casual,Indie
940520,Casual,Indie
939840,Adventure,Simulation,Sports
940130,Casual,Indie
939340,Adventure,Casual,Indie,Early Access
939390,Casual
939400,Adventure,Indie,RPG,Simulation,Early Access
939620,Casual,Indie
938940,Indie
939000
939060,Casual,Indie,Simulation
939070
938490,Indie,Strategy
938810,Indie,RPG
938030,Casual,Indie
938250,Casual,Indie,RPG,Simulation
938300,Indie
937890,Action,Adventure,RPG
937140,Action,Adventure,Indie,RPG
937210,Adventure,Casual,Indie,RPG
937290,Casual,Indie,RPG,Simulation
937350,Action,Casual,Free to Play,Indie,Early Access
936670,Action,Indie
936750,Casual,Indie,Simulation
935840,Free to Play,Indie,Simulation,Strategy
